ATVI,Activision Blizzard Inc,20110921,EA wants Facebook's users  $3 billion in digital sales ,NEW YORK Electronic Arts Inc may never recover its Silicon Valley swagger. But maybe it doesn't have to  its top executive says.,topStory
UTX,United Technologies Corporation,20110921,US moves to retrofit Taiwan's F-16 fighter fleet , * Taiwan says F-16 upgrade to contribute to regional peace,normal
VFC,VF Corporation,20110921,Holiday retail sales expected to be tepid ,U.S. retailers may see more moderate sales gains this holiday season as persistently high unemployment and steeper gasoline and grocery prices prompt shoppers to think twice about spending  according to early forecasts.,topStory
VFC,VF Corporation,20110921,UPDATE 4-U.S. holiday retail sales expected to be tepid , * ShopperTrak forecasts U.S. holiday retail sales up 3 pct,normal
VALE,VALE SA,20110921,ADR REPORT-ADRs end 3 pct lower; energy  miners tumble , NEW YORK  Sept 21 U.S.-listed shares of overseas companies dropped 3 percent on Wednesday as the Federal Reserve's policy statement underscored worries about the global economic outlook  driving down energy and other economically sensitive shares.,topStory
VR,Validus Holdings Ltd,20110921,Deals of the day - mergers and acquisitions , Sept 21 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 0900 GMT on Wednesday:,topStory
VZ,Verizon Communications Inc,20110921,Judge sets February 13 date for AT&T antitrust trial ,WASHINGTON A U.S. judge set a February 13 start for a trial over whether AT&T Inc can buy rival T-Mobile USA  a compromise between the companies' desire for a quick resolution and the Justice Department's request for more time to prepare its case.,topStory
VZ,Verizon Communications Inc,20110921,UPDATE 2-US judge sets Feb. 13 date for AT&T antitrust trial , * AT&T says deal will expand high-speed wireless coverage,normal
VZ,Verizon Communications Inc,20110921,Sprint CEO: 2011 targets exclude any iPhone launch ,NEW YORK Sprint Nextel Corp would need to change its full year guidance for 2011 if the company started selling the Apple Inc iPhone  Chief Executive Dan Hesse said on Wednesday at a conference.,normal
VZ,Verizon Communications Inc,20110921,UPDATE 2-Sprint CEO: 2011 targets exclude any iPhone launch , * Says DoJ may not insist on 4 national U.S. operators  (Adds AT&T comment  share price update),normal
VZ,Verizon Communications Inc,20110921,U.S. judge sets February 13 for AT&T antitrust trial ,WASHINGTON A U.S. judge set a February 13 start for a trial over whether AT&T Inc  can buy rival T-Mobile USA despite competitive concerns raised in a lawsuit by the Obama administration's Justice Department.,normal
VZ,Verizon Communications Inc,20110921,Sprint CEO: 2011 targets exclude any iPhone launch , NEW YORK  Sept 21 Sprint Nextel  would need to change its full year guidance for 2011 if the company started selling the Apple Inc  iPhone  Chief Executive Dan Hesse said on Wednesday.,normal
VZ,Verizon Communications Inc,20110921,UPDATE 1-Time Warner Cable sees stronger additions , NEW YORK  Sept 21 Time Warner Cable  President Rob Marcus said his company had seen better subscriber growth in the current quarter as it steps up its marketing and customer acquisition strategy.,normal
VZ,Verizon Communications Inc,20110921,Verizon eyes margin improvements  labor contract , * Eyes cutting business products from 4 000 to few hundred,normal
VZ,Verizon Communications Inc,20110921,A , ,normal
VZA,Verizon Communications Inc,20110921,Judge sets February 13 date for AT&T antitrust trial ,WASHINGTON A U.S. judge set a February 13 start for a trial over whether AT&T Inc can buy rival T-Mobile USA  a compromise between the companies' desire for a quick resolution and the Justice Department's request for more time to prepare its case.,topStory
VZA,Verizon Communications Inc,20110921,UPDATE 2-US judge sets Feb. 13 date for AT&T antitrust trial , * AT&T says deal will expand high-speed wireless coverage,normal
VZA,Verizon Communications Inc,20110921,Sprint CEO: 2011 targets exclude any iPhone launch ,NEW YORK Sprint Nextel Corp would need to change its full year guidance for 2011 if the company started selling the Apple Inc iPhone  Chief Executive Dan Hesse said on Wednesday at a conference.,normal
VZA,Verizon Communications Inc,20110921,UPDATE 2-Sprint CEO: 2011 targets exclude any iPhone launch , * Says DoJ may not insist on 4 national U.S. operators  (Adds AT&T comment  share price update),normal
VZA,Verizon Communications Inc,20110921,U.S. judge sets February 13 for AT&T antitrust trial ,WASHINGTON A U.S. judge set a February 13 start for a trial over whether AT&T Inc  can buy rival T-Mobile USA despite competitive concerns raised in a lawsuit by the Obama administration's Justice Department.,normal
VZA,Verizon Communications Inc,20110921,Sprint CEO: 2011 targets exclude any iPhone launch , NEW YORK  Sept 21 Sprint Nextel  would need to change its full year guidance for 2011 if the company started selling the Apple Inc  iPhone  Chief Executive Dan Hesse said on Wednesday.,normal
VZA,Verizon Communications Inc,20110921,UPDATE 1-Time Warner Cable sees stronger additions , NEW YORK  Sept 21 Time Warner Cable  President Rob Marcus said his company had seen better subscriber growth in the current quarter as it steps up its marketing and customer acquisition strategy.,normal
VZA,Verizon Communications Inc,20110921,Verizon eyes margin improvements  labor contract , * Eyes cutting business products from 4 000 to few hundred,normal
VZA,Verizon Communications Inc,20110921,A , ,normal
V,Visa Inc,20110921,Heartland Payment sees growth in market share  margins ,Payment processor Heartland Payment Systems Inc  sees scope for growing its market share and margins at a time when the sluggish U.S. economy is expected to hurt its larger rivals.,topStory
GRA,WR Grace & Co,20110921,Bankruptcy claims trading slows in August ,U.S. bankruptcy claims trading dropped sharply in August from the previous month due to a decline of activity involving the Lehman Brothers Holding Inc bankruptcy  according to a private report.,topStory
GRA,WR Grace & Co,20110921,U.S. bankruptcy claims trading slows in August , Sept 21 U.S. bankruptcy claims trading dropped sharply in August from the previous month due to a decline of activity involving the Lehman Brothers Holding Inc bankruptcy  according to a private report.,normal
WMT,Wal-Mart Stores Inc,20110921,Holiday retail sales expected to be tepid ,U.S. retailers may see more moderate sales gains this holiday season as persistently high unemployment and steeper gasoline and grocery prices prompt shoppers to think twice about spending  according to early forecasts.,topStory
WMT,Wal-Mart Stores Inc,20110921,UPDATE 4-U.S. holiday retail sales expected to be tepid , * ShopperTrak forecasts U.S. holiday retail sales up 3 pct,normal
WMT,Wal-Mart Stores Inc,20110921,Soros joins Forbes top 10 U.S. billionaires list ,NEW YORK Investor George Soros  at 81  has for the first time made the list of the 10 wealthiest Americans  Forbes Magazine reported on Wednesday in the 2011 edition of its annual rich list.,normal
WMT,Wal-Mart Stores Inc,20110921,RPT-Soros joins Forbes top 10 U.S. billionaires list , NEW YORK  Sept 21 Investor George Soros  at 81  has for the first time made the list of the 10 wealthiest Americans  Forbes Magazine reported on Wednesday in the 2011 edition of its annual rich list.,normal
WMT,Wal-Mart Stores Inc,20110921,UPDATE 2-Tesco shows overseas value as UK struggles , * Speculation firm to announce campaign to boost UK growth,normal
DIS,Walt Disney Company (The),20110921,Hulu has more than 1 million paying subscribers: CEO ,NEW YORK Hulu  the popular online video service which has been put up for sale by its joint owners  now has more than 1 million paying subscribers  Chief Executive Jason Kilar said on Wednesday.,topStory
DIS,Walt Disney Company (The),20110921,UPDATE 1-Hulu has more than 1 mln paying subs - CEO , * Hulu sale still being evaluated - News Corp COO Carey,normal
DIS,Walt Disney Company (The),20110921,Exclusive: Facebook seeks exec to build Hollywood  media ties ,SAN FRANCISCO Facebook is looking to hire a big-name executive to cultivate relationships and strike deals with the film and music industries to bolster its media offerings. | Video ,normal
DIS,Walt Disney Company (The),20110921,Disney  Cameron to create theme-park "Avatar" ,LOS ANGELES Moviegoers pining for a return to the lush moon of Pandora in James Cameron's film "Avatar" will finally get their chance -- first-hand.,normal
DIS,Walt Disney Company (The),20110921,"Avatar" va devenir un parc d'attraction aux Etats-Unis , LOS ANGELES  21 septembre La planète Pandora imaginée par le réalisateur canadien James Cameron dans sa superproduction en 3D "Avatar" va se décliner en parc d'attraction à Orlando (Floride) aux Etats-Unis.,normal
WFC,Wells Fargo & Company,20110921,Moody's downgrades big banks on changed policy ,Moody's Investors Service lowered debt ratings for Bank of America Corp  Citigroup Inc and Wells Fargo & Co on Wednesday  saying the U.S. government is getting less comfortable with bailing out large troubled lenders.,topStory
WFC,Wells Fargo & Company,20110921,UPDATE 4-Moody's downgrades big banks on changed US policy , * Moody's sees US government less open to too-big-to-fail,normal
WFC,Wells Fargo & Company,20110921,CORRECTED - UPDATE 3-Moody's downgrades big banks on changed US policy , (Corrects paragraph four to show Bank of America is largest U.S. bank by assets  not second largest),normal
WFC,Wells Fargo & Company,20110921,Wall Street sinks 3 percent after Fed cites economic "risks" ,NEW YORK Stocks suffered their worst drop in a month after the Federal Reserve said there were "significant downside risks" to the economy even as it took another stab at boosting growth. | Video ,normal
WFC,Wells Fargo & Company,20110921,US STOCKS-Wall St sinks 3 pct after Fed cites economic 'risks' , * Dow off 2.5 pct  S&P off 2.9 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Adds graph on banks  quote  updates bullets  volume),normal
WFC,Wells Fargo & Company,20110921,On the Move-Benjamin F. Edwards hires Wells Fargo team , NEW YORK  Sept 21 Benjamin F. Edwards & Co has recruited a Panama City-based Wells Fargo adviser team to set up the brokerage's first office in Florida  the firm said this week.,normal
YGE,Yingli Green Energy Holding Company Limited,20110921,HOW TO PLAY IT: Solyndra case: Solar's darkest hour ,   THE ISSUE: The once squeaky-clean solar power industry hits its nadir as Solyndra's executives invoke the Fifth Amendment when Congress asks the solar power manufacturer Friday to explain how it took a $535 million loan and quickly went bankrupt. Will the shakeout it spurs in solar create value in the stocks?,topStory
YGE,Yingli Green Energy Holding Company Limited,20110921,SolarWorld says China competition unfair ,FRANKFURT Frank Asbeck  chief executive of Germany's No.2 solar company SolarWorld  has criticized Chinese rivals for eating into the market share of European peers  potentially driving them out of business.,normal
YGE,Yingli Green Energy Holding Company Limited,20110921,SolarWorld says China competition unfair - media , FRANKFURT  Sept 21 Frank Asbeck  chief executive of Germany's No.2 solar company SolarWorld   has criticised Chinese rivals for eating into the market share of European peers  potentially driving them out of business.,normal
CQP,Cheniere Energy Partners LP,20110921,WRAPUP 1-Asian demand to pull LNG east  price convergence uncertain , SINGAPORE  Sep 21 Booming Asian demand for liquefied natural gas will draw supplies east from Qatar and the United States  but the prospects of prices falling for the region remain uncertain.,topStory
LNG,Cheniere Energy Inc,20110921,WRAPUP 1-Asian demand to pull LNG east  price convergence uncertain , SINGAPORE  Sep 21 Booming Asian demand for liquefied natural gas will draw supplies east from Qatar and the United States  but the prospects of prices falling for the region remain uncertain.,topStory
