ACIW,ACI Worldwide Inc,20110726,UPDATE 3-ACI Worldwide offers to buy S1 Corp; Fundtech deal in doubt , * Says offer gives more value than S1's Fundtech merger plan,topStory
VZ,Verizon Communications Inc,20110726,Senator Al Franken urges rejection of AT&T T-Mobile deal ,WASHINGTON Senator Al Franken called on federal regulators on Tuesday to reject AT&T Inc's proposed buy of rival T-Mobile  saying it would mean pricier wireless and could cost thousands of jobs.,topStory
VZ,Verizon Communications Inc,20110726,UPDATE 2-U.S. Senator urges rejection of AT&T T-Mobile deal , * Key antitrust senator Kohl recently also criticized deal  (Adds statement from T-Mobile),normal
VZ,Verizon Communications Inc,20110726,Reid's debt plan could speed wireless auctions ,WASHINGTON Efforts to give U.S. regulators the authority to auction off some television airwaves for mobile broadband use are getting a boost in a debt ceiling plan proposed by Senate Majority Leader Harry Reid.,normal
VZ,Verizon Communications Inc,20110726,Reid's US debt plan could speed wireless auctions , WASHINGTON  July 26 Efforts to give U.S. regulators the authority to auction off some television airwaves for mobile broadband use are getting a boost in a debt ceiling plan proposed by Senate Majority Leader Harry Reid.,normal
VZ,Verizon Communications Inc,20110726,RadioShack shuns T-Mobile for Verizon ,NEW YORK RadioShack Corp disconnected an unprofitable wireless partnership with T-Mobile and replaced it with much bigger Verizon Wireless  sending shares of the U.S. consumer electronics chain up 19 percent.,normal
VZ,Verizon Communications Inc,20110726,UPDATE 7-RadioShack shuns T-Mobile for Verizon  shares soar , NEW YORK  July 26 RadioShack Corp  disconnected an unprofitable wireless partnership with T-Mobile and replaced it with much bigger Verizon Wireless  sending shares of the U.S. consumer electronics chain up 19 percent.,normal
VZ,Verizon Communications Inc,20110726,CORRECTED - UPDATE 5-RadioShack shuns T-Mobile for Verizon; shares soar , (Corrects adjusted earnings per share to 31 cents from 24 cents in second bulletpoint),normal
VZ,Verizon Communications Inc,20110726,Analysis: Canadians who follow RIM take pity on a local hero ,TORONTO Wall Street and Silicon Valley have issued verdicts on Research In Motion  and they are mostly damning for the BlackBerry maker. Canadians  on the other hand  are eager to give their compatriot the benefit of the doubt.,normal
VZ,Verizon Communications Inc,20110726,Canadians who follow RIM take pity on a local hero ,TORONTO Wall Street and Silicon Valley have issued verdicts on Research In Motion   and they are mostly damning for the BlackBerry maker. Canadians  on the other hand  are eager to give their compatriot the benefit of the doubt.,normal
VZ,Verizon Communications Inc,20110726,Business borrowing jumps in June: ELFA ,NEW YORK A measure of business activity improved in June as companies borrowed more to replace equipment  a lender group said on Tuesday.,normal
VZA,Verizon Communications Inc,20110726,Senator Al Franken urges rejection of AT&T T-Mobile deal ,WASHINGTON Senator Al Franken called on federal regulators on Tuesday to reject AT&T Inc's proposed buy of rival T-Mobile  saying it would mean pricier wireless and could cost thousands of jobs.,topStory
VZA,Verizon Communications Inc,20110726,UPDATE 2-U.S. Senator urges rejection of AT&T T-Mobile deal , * Key antitrust senator Kohl recently also criticized deal  (Adds statement from T-Mobile),normal
VZA,Verizon Communications Inc,20110726,Reid's debt plan could speed wireless auctions ,WASHINGTON Efforts to give U.S. regulators the authority to auction off some television airwaves for mobile broadband use are getting a boost in a debt ceiling plan proposed by Senate Majority Leader Harry Reid.,normal
VZA,Verizon Communications Inc,20110726,Reid's US debt plan could speed wireless auctions , WASHINGTON  July 26 Efforts to give U.S. regulators the authority to auction off some television airwaves for mobile broadband use are getting a boost in a debt ceiling plan proposed by Senate Majority Leader Harry Reid.,normal
VZA,Verizon Communications Inc,20110726,RadioShack shuns T-Mobile for Verizon ,NEW YORK RadioShack Corp disconnected an unprofitable wireless partnership with T-Mobile and replaced it with much bigger Verizon Wireless  sending shares of the U.S. consumer electronics chain up 19 percent.,normal
VZA,Verizon Communications Inc,20110726,UPDATE 7-RadioShack shuns T-Mobile for Verizon  shares soar , NEW YORK  July 26 RadioShack Corp  disconnected an unprofitable wireless partnership with T-Mobile and replaced it with much bigger Verizon Wireless  sending shares of the U.S. consumer electronics chain up 19 percent.,normal
VZA,Verizon Communications Inc,20110726,CORRECTED - UPDATE 5-RadioShack shuns T-Mobile for Verizon; shares soar , (Corrects adjusted earnings per share to 31 cents from 24 cents in second bulletpoint),normal
VZA,Verizon Communications Inc,20110726,Analysis: Canadians who follow RIM take pity on a local hero ,TORONTO Wall Street and Silicon Valley have issued verdicts on Research In Motion  and they are mostly damning for the BlackBerry maker. Canadians  on the other hand  are eager to give their compatriot the benefit of the doubt.,normal
VZA,Verizon Communications Inc,20110726,Canadians who follow RIM take pity on a local hero ,TORONTO Wall Street and Silicon Valley have issued verdicts on Research In Motion   and they are mostly damning for the BlackBerry maker. Canadians  on the other hand  are eager to give their compatriot the benefit of the doubt.,normal
VZA,Verizon Communications Inc,20110726,Business borrowing jumps in June: ELFA ,NEW YORK A measure of business activity improved in June as companies borrowed more to replace equipment  a lender group said on Tuesday.,normal
VNO,Vornado Realty Trust,20110726,UPDATE 1-SL Green Realty posts higher Q2 FFO , July 26 SL Green Realty Corp   one of the largest owners of Manhattan office buildings  posted higher second-quarter funds from operations  helped by higher rental revenue.,topStory
GRA,WR Grace & Co,20110726,UPDATE 4-W.R. Grace profit beats on emerging market sales , * Raises 2011 revenue target; CFO sees strong second half,topStory
GWW,WW Grainger Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,topStory
GWW,WW Grainger Inc,20110726,WRAPUP 2-Consumer markets hurt some industrial earnings , * Engine maker Cummins stock rises on profit beat  (Adds analyst comment  UPS CEO comment  details on other companies' earnings; updates share prices),normal
GWW,WW Grainger Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
GWW,WW Grainger Inc,20110726,UPDATE 3-3M profit meets forecasts; Japan hurts margins , * Shares down 3.3 percent  (Rewrites first paragraph; adds analyst comment  byline),normal
WDR,Waddell & Reed Financial Inc,20110726,Strong bond inflows boost asset managers' results ,BOSTON Several large U.S. asset managers reported solid quarterly results on Tuesday as an influx of cash to fixed-income funds helped offset somewhat reduced flows to stock funds amid investor uncertainty.,topStory
WDR,Waddell & Reed Financial Inc,20110726,WRAPUP 3-Strong bond inflows boost asset managers' results , * Invesco bond and money funds outdraw its equities funds,normal
WDR,Waddell & Reed Financial Inc,20110726,CORRECTED-UPDATE 1-Waddell & Reed Q2 profit up 46 percent , (Corrects paragraph 1 to say profit rose by 46 percent  not 45 percent),normal
WMT,Wal-Mart Stores Inc,20110726,Walmart Express hits Chicago ,CHICAGO Wal-Mart Stores Inc  is opening its first small store in Chicago this week in the first true test of a store format the world's largest retailer hopes will let it penetrate urban markets that it so far has had trouble cracking.,topStory
WMT,Wal-Mart Stores Inc,20110726,Walmart Express debuting in Chicago on Wednesday , CHICAGO  July 26 Wal-Mart Stores Inc  is opening its first small store in Chicago on Wednesday as it tests a format it hopes will allow it to penetrate urban markets that have resisted its huge stores.,normal
WMT,Wal-Mart Stores Inc,20110726,CORRECTED - COLUMN-LNG poised to become a transportation fuel , (Corrects cost of LNG tractors to $48 000 to $90 000 more than diesel units  instead of $250 000 to $300 000 more),normal
WMT,Wal-Mart Stores Inc,20110726,Supervalu profit tops Street view  shares jump ,CHICAGO Supervalu Inc's  quarterly profit topped Wall Streets expectations despite sagging sales as the third-biggest U.S. supermarket chain trimmed expenses in a drive to catch up to rivals.,normal
WMT,Wal-Mart Stores Inc,20110726,UPDATE 4-Supervalu profit tops Street view  shares jump , * Shares rise 9.2 pct to $9.30  (Adds comments from CEO and analyst  updates stock rise),normal
WMT,Wal-Mart Stores Inc,20110726,Walmart puts Vudu on its main site to drive use ,CHICAGO Wal-Mart Stores Inc is moving its Vudu video streaming and rental service to a place where it can get attract more eyeballs -- the Walmart.com web site -- as the growing service competes for attention with a variety of video services.,normal
WMT,Wal-Mart Stores Inc,20110726,Walmart puts Vudu on its main site to drive use , * Vudu prices movie rentals from $1-$6.99; no contracts,normal
DIS,Walt Disney Company (The),20110726,Reid's debt plan could speed wireless auctions ,WASHINGTON Efforts to give U.S. regulators the authority to auction off some television airwaves for mobile broadband use are getting a boost in a debt ceiling plan proposed by Senate Majority Leader Harry Reid.,topStory
DIS,Walt Disney Company (The),20110726,Reid's US debt plan could speed wireless auctions , WASHINGTON  July 26 Efforts to give U.S. regulators the authority to auction off some television airwaves for mobile broadband use are getting a boost in a debt ceiling plan proposed by Senate Majority Leader Harry Reid.,normal
DIS,Walt Disney Company (The),20110726,Walt Disney proposes to take India's UTV Software ,MUMBAI Walt Disney Co   the largest shareholder in India's UTV Software Communications Ltd   has proposed to buy most of the shares it does not already own in the company  which has a market value of $826 million  and delist them from all bourses.,normal
DIS,Walt Disney Company (The),20110726,UPDATE 1-Walt Disney proposes to take India's UTV Software private , * UTV Software's delisting at maximum price of 1 000 rupees,normal
WM,Waste Management Inc,20110726,CORRECTED - COLUMN-LNG poised to become a transportation fuel , (Corrects cost of LNG tractors to $48 000 to $90 000 more than diesel units  instead of $250 000 to $300 000 more),topStory
WFC,Wells Fargo & Company,20110726,Bank cash cushions can soften U.S. credit blow , * Record liquidity levels give banks advantage--experts,topStory
WFC,Wells Fargo & Company,20110726,Banking nominees get warm reception ,WASHINGTON Bank regulator nominees said on Tuesday that they support tougher bank capital standards and would work to convince markets that the era of government bailouts for too-big-to-fail banks is over.,normal
WFC,Wells Fargo & Company,20110726,UPDATE 1-U.S. banking nominees get warm reception , * Republicans blocking nominee to head consumer bureau  (Adds Shelby quotes and background),normal
WFC,Wells Fargo & Company,20110726,U.S. bank regulator nominees back new capital rules , WASHINGTON  July 26 U.S. bank regulator nominees said on Tuesday that they support tougher capital standards that international policymakers agreed to earlier this month.,normal
WU,Western Union Company (The),20110726,UPDATE 3-Western Union raises forecast as remittances rise , * Shares rise 4 pct   (Adds conference call details  updates share movement),topStory
