AEIS,Advanced Energy Industries Inc,20110804,Analysis: SMA Solar faces profit margin struggle ,FRANKFURT Europe's biggest solar company is unlikely to meet profit margin forecasts this year  analysts say  as demand in its largest markets collapses and global competitors start to force down prices.,topStory
TRP,TransCanada Corporation,20110804,UPDATE 1-Clinton gives no hint on Keystone XL decision , * Foreign minister says had "good discussion" with Clinton,topStory
TRP,TransCanada Corporation,20110804,Clinton says Keystone XL decision by year-end , WASHINGTON  Aug 4 Secretary of State Hillary Clinton said on Thursday the U.S. government was still studying TransCanada Corp's  application for a $7 billion cross-border pipeline and would make its decision before the end of this year.,normal
TRP,TransCanada Corporation,20110804,UPDATE 1-Delek upping WTI-priced oil at Arkansas refinery , * Company seeking to run more cheaper WTI-priced crude  (Adds details  quotes),normal
RIG,Transocean Ltd,20110804,UPDATE 1-Transocean ups 2011 tax rate guidance for 2nd time , SAN FRANCISCO  Aug 4 Transocean Ltd    the world's largest offshore drilling contractor  raised its 2011 tax rate guidance for the second time due to a shift in the regional mix of its working rigs.,topStory
THS,Treehouse Foods Inc,20110804,Dealtalk: Ralcorp stock to take hit as ConAgra takeover odds dim ,BANGALORE Investors in Ralcorp Holdings   who have pushed up the stock price on hopes of a deal  may have overreached as twice-rebuffed suitor ConAgra Foods  looks increasingly unlikely to sweeten its $86 a share takeover bid.,topStory
THS,Treehouse Foods Inc,20110804,DEALTALK-Ralcorp stock to take hit as ConAgra takeover odds dim , * Ralcorp trades at discount largely because of Post drag,normal
TPC,Tutor Perini Corporation,20110804,UPDATE 1-Tutor Perini Q2 profit lags  cuts 2011 view , * Cuts 2011 rev view to $3.6-$3.9 bln from $4.2-$4.7 bln   (Follows alerts),topStory
UBS,UBS AG,20110804,UPDATE 2-US charges ex-UBS banker over $215 mln tax fraud , * Beda Singenberger charged last month in same probe  (Adds background from indictment  byline),topStory
UBS,UBS AG,20110804,UPDATE 2-Knight Capital to cut jobs  close Hong Kong office , BANGALORE  Aug 4 Electronic trader Knight Capital Group Inc will layoff about 6 percent of its global workforce and close its Hong Kong office  to cut costs and improve profitability  the latest move in a wave of job cuts at financial institutions on Wall Street.,normal
UBS,UBS AG,20110804,UBS poaches four Merrill Lynch brokers , * Hires bring $800 mln assets  $2.2 mln revenue production,normal
UN,Unilever NV,20110804,European consumer goods groups defy gloom ,LONDON/FRANKFURT Some of Europe's biggest consumer goods groups defied high input costs and tepid demand in home markets to report higher second-quarter sales on Thursday.,topStory
UN,Unilever NV,20110804,WRAPUP 2-European consumer goods groups defy gloom , * Shares of all three groups move higher   (Adds further CEO quotes  updates shares),normal
UN,Unilever NV,20110804,Price hikes drive Unilever's growth ,LONDON Consumer goods giant Unilever Plc/NV   raised its prices sharply in the second quarter to offset higher commodity costs  helping it beat forecasts with a 7.1 percent increase in quarterly sales growth.,normal
UN,Unilever NV,20110804,UPDATE 2-Price hikes drive Unilever's Q2 growth , * Priorities remain profitable volume growth and margin improvement,normal
UL,Unilever PLC,20110804,European consumer goods groups defy gloom ,LONDON/FRANKFURT Some of Europe's biggest consumer goods groups defied high input costs and tepid demand in home markets to report higher second-quarter sales on Thursday.,topStory
UL,Unilever PLC,20110804,WRAPUP 2-European consumer goods groups defy gloom , * Shares of all three groups move higher   (Adds further CEO quotes  updates shares),normal
UL,Unilever PLC,20110804,Price hikes drive Unilever's growth ,LONDON Consumer goods giant Unilever Plc/NV   raised its prices sharply in the second quarter to offset higher commodity costs  helping it beat forecasts with a 7.1 percent increase in quarterly sales growth.,normal
UL,Unilever PLC,20110804,UPDATE 2-Price hikes drive Unilever's Q2 growth , * Priorities remain profitable volume growth and margin improvement,normal
UNP,Union Pacific Corporation,20110804,UPDATE 1-IFR-30-year debt too good to refuse with UST below 4% , NEW YORK  Aug 4 (IFR) - A 30-year Treasury bond yield at under 4% was too good to refuse for for six corporates this week  which have together issued more than $2bn of long-dated debt  some at record low coupons.,topStory
UNP,Union Pacific Corporation,20110804,New Issue-Union Pacific sells $500 mln in 30-yr debt ,  Aug 4 Union Pacific Corp  on Thursday sold $500 million of senior unsecured notes  said IFR  a Thomson Reuters service.,normal
UAL,United Continental Holdings Inc,20110804,WRAPUP 2-Air Canada  WestJet upbeat despite costs  economy , * WestJet earnings double that of analysts' forecasts  (Recasts with details from conference calls),topStory
UAL,United Continental Holdings Inc,20110804,Exclusive: Southwest overture stirs Airbus order hopes ,PARIS/CHICAGO A top-level exchange between Southwest Airlines Co and Airbus on the commercial success of a new aircraft has raised hopes at the European plane-maker that it might someday break Boeing Co's monopoly at the low-cost U.S. carrier  sources close to the matter said.,normal
UAL,United Continental Holdings Inc,20110804,Southwest profit trails estimates; growth plans cut ,CHICAGO Southwest Airlines Co  posted a smaller-than-expected quarterly profit on Thursday  battered by soaring fuel costs  sending its shares down nearly 8 percent.,normal
UAL,United Continental Holdings Inc,20110804,UPDATE 3-Southwest profit trails estimates; growth plans cut , * Shares down nearly 8 percent  (Rewrites first paragraph; adds share fall  analyst comment  details on capacity outlook  background),normal
UAL,United Continental Holdings Inc,20110804,Analysis: Airlines stand by fare hike despite pressure ,CHICAGO/ATLANTA U.S. airlines are not likely to bow to pressure from the White House and elsewhere to rollback a fare increase facilitated by a Washington political standoff that could net the industry more than $1 billion in unexpected third quarter revenue.,normal
UMC,United Microelectronics Corporation,20110804,Taiwan stocks gain; UMC slips after earnings , TAIPEI  Aug 4 Taiwan stocks opened up 0.18 percent on Thursday  bouncing from a four-and-a-half-month closing low in the previous session  though UMC fell 0.79 percent after a worse-than-expected second-quarter net profit and a pessimistic outlook.,topStory
UNH,UnitedHealth Group Incorporated,20110804,Medicare prescription drug premiums to fall ,WASHINGTON Medicare participants enrolled in the health insurance program's prescription drug benefit should see their premium cost decline slightly next year.,topStory
UNH,UnitedHealth Group Incorporated,20110804,US Medicare prescription drug premiums to fall , WASHINGTON  Aug 4 Medicare participants enrolled in the U.S. health insurance program's prescription drug benefit should see their premium cost decline slightly next year.,normal
VRX,Valeant Pharmaceuticals International Inc,20110804,RPT-UPDATE 4-Generic threat to Valeant drug sends shares reeling , * Shares fall 18 pct after 78 pct increase this year  (Adds comments  details; In U.S. dollars unless noted. Corrects typo in 5th paragraph),topStory
VRX,Valeant Pharmaceuticals International Inc,20110804,Generic threat to Valeant drug sends shares reeling ,TORONTO Valeant Pharmaceuticals International Inc  said new generic rivals cut into sales for one of its top drugs  overshadowing a sharp rise in quarterly earnings and sending its shares down 18 percent.,normal
VLO,Valero Energy Corporation,20110804,FACTBOX-Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 4 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,topStory
PAY,Verifone Systems Inc,20110804,VeriFone  Hypercom gets antitrust nod ,WASHINGTON The Justice Department on Thursday cleared VeriFone Systems Inc's  purchase of Hypercom Corp   after the companies found another buyer for its the point-of-sale terminals business  a private equity-backed group.,topStory
PAY,Verifone Systems Inc,20110804,UPDATE 1-VeriFone  Hypercom gets U.S. antitrust nod , * Private equity-backed group to buy divested assets  (Adds Varney quote  details  share movement),normal
PAY,Verifone Systems Inc,20110804,VeriFone  Hypercom gets U.S. antitrust nod , WASHINGTON  Aug 4 The U.S. Justice Department on Thursday cleared VeriFone Systems Inc's  purchase of Hypercom Corp   after the companies agreed to divest the point-of-sale terminals business to a private equity-backed group.,normal
VZ,Verizon Communications Inc,20110804,Senators cite benefits of AT&T  T-Mobile deal ,WASHINGTON Two Republican senators urged U.S. officials to consider the benefits of AT&T Inc's $39 billion bid to acquire Deutsche Telekom AG's T-Mobile USA.,topStory
VZ,Verizon Communications Inc,20110804,U.S. senators cite benefits of AT&T  T-Mobile deal , * Lee  Cornyn disagree with calls to block AT&T merger,normal
VZ,Verizon Communications Inc,20110804,DirecTV loses share to phone companies  stock down ,NEW YORK (Reuters) -DirecTV Group  the largest U.S. satellite TV provider  lost market share in the second quarter to Verizon Communications and AT&T  which cut prices on their pay TV services.,normal
VZ,Verizon Communications Inc,20110804,UPDATE 2-DirecTV loses market share  stock falls , * Shares down 4 pct  (Adds analyst comments  details on Latin American growth),normal
VZA,Verizon Communications Inc,20110804,Senators cite benefits of AT&T  T-Mobile deal ,WASHINGTON Two Republican senators urged U.S. officials to consider the benefits of AT&T Inc's $39 billion bid to acquire Deutsche Telekom AG's T-Mobile USA.,topStory
VZA,Verizon Communications Inc,20110804,U.S. senators cite benefits of AT&T  T-Mobile deal , * Lee  Cornyn disagree with calls to block AT&T merger,normal
VZA,Verizon Communications Inc,20110804,DirecTV loses share to phone companies  stock down ,NEW YORK (Reuters) -DirecTV Group  the largest U.S. satellite TV provider  lost market share in the second quarter to Verizon Communications and AT&T  which cut prices on their pay TV services.,normal
VZA,Verizon Communications Inc,20110804,UPDATE 2-DirecTV loses market share  stock falls , * Shares down 4 pct  (Adds analyst comments  details on Latin American growth),normal
WAGE,WageWorks Inc,20110804,WageWorks IPO delayed after stock market slump , SAN FRANCISCO  Aug 4 WageWorks Inc  delayed its initial public offering after heavy stock market losses on Thursday  according to a person familiar with the offering.,topStory
WMT,Wal-Mart Stores Inc,20110804,Medicare prescription drug premiums to fall ,WASHINGTON Medicare participants enrolled in the health insurance program's prescription drug benefit should see their premium cost decline slightly next year.,topStory
WMT,Wal-Mart Stores Inc,20110804,US Medicare prescription drug premiums to fall , WASHINGTON  Aug 4 Medicare participants enrolled in the U.S. health insurance program's prescription drug benefit should see their premium cost decline slightly next year.,normal
WMT,Wal-Mart Stores Inc,20110804,In business  a woman's place is in the boardroom ,LONDON If your company strives to have a board with a well-rounded view of the world  staffed with pragmatic directors who do their homework and aren't afraid to ask the tough questions  then it's probably looking for a few good women right now.,normal
WMT,Wal-Mart Stores Inc,20110804,In business  a woman's place is in the boardroom , LONDON  Aug 4  - If your company strives to have a board with a well-rounded view of the world  staffed with pragmatic directors who do their homework and aren't afraid to ask the tough questions  then it's probably looking for a few good women right now.,normal
WBS,Webster Financial Corporation,20110804,Analysis: Warburg Pincus bets big on small investors ,NEW YORK Warburg Pincus is placing bets on mom-and-pop investors neglected by big Wall Street firms intent on courting the elite.,topStory
YUM,Yum! Brands Inc,20110804,Insight: CEOs warned: mind the pay gap ,LONDON A stuttering economy and anemic profit growth means company bosses' pay is unlikely to rise as fast this year as in 2010  but complaints from politicians and disgruntled shareholders over executive rewards are not going away.,topStory
YUM,Yum! Brands Inc,20110804,INSIGHT-CEOs warned: mind the pay gap , LONDON  Aug 4 A stuttering economy and anaemic profit growth means company bosses' pay is unlikely to rise as fast this year as in 2010  but complaints from politicians and disgruntled shareholders over executive rewards are not going away.,normal
